0.01056466,0.01254797,0.01056659,0.01663364,0.02499203,0.01862666,0.01340285,0.01523618,0.9986376,0.0261185,0.01083705,0.01274062,0.01057043,0.01638208,0.02186156,0.01870858,0.0134597,0.01579077,0.9986696,0.02721555,0.0116336,0.01345062,0.01044327,0.01567363,0.02313265,0.01788921,0.0133846,0.01594833,0.9986329,0.02779588,1
0.005538054,0.007143046,0.005331554,0.01183391,0.01468265,0.01857107,0.006931294,0.01194801,0.9993613,0.01660287,0.005748778,0.00727043,0.005149305,0.0105874,0.01299776,0.01714082,0.006938722,0.01222367,0.9994039,0.01752452,0.006825087,0.009191354,0.006260833,0.01288377,0.01596508,0.01965448,0.01005576,0.01349498,0.9991654,0.0201943,1
0.003834245,0.004697341,0.003924553,0.007393887,0.01049021,0.009817222,0.004948501,0.006224351,0.9997619,0.009985661,0.003986276,0.004853957,0.00370094,0.007117295,0.009191862,0.009461179,0.004764658,0.006629139,0.9997687,0.01087105,0.004214277,0.005145319,0.003937201,0.006989802,0.01025706,0.00949148,0.005122937,0.006696416,0.9997534,0.01087723,1
0.01000133,0.01219851,0.009719155,0.01610824,0.02228047,0.01960885,0.01234503,0.01455645,0.9987732,0.02458243,0.01017486,0.01233663,0.009393765,0.01568672,0.02034192,0.01955876,0.01249224,0.01490036,0.9987889,0.0256181,0.01100581,0.0128967,0.009877597,0.01503085,0.02121797,0.01892569,0.01277507,0.01530839,0.9987446,0.02631349,1
0.01228186,0.01498074,0.01253047,0.02071397,0.02911738,0.02576908,0.01619855,0.01758292,0.998026,0.02999104,0.01304644,0.01570367,0.01205674,0.01940305,0.02516645,0.02410717,0.01582375,0.01863641,0.9980918,0.03258901,0.01336971,0.01591675,0.0126105,0.01995057,0.02814387,0.02450683,0.0164985,0.01852197,0.9979883,0.03197389,1
0.0128121,0.0147148,0.01231259,0.02061002,0.02930736,0.02279872,0.01598558,0.01777611,0.9980872,0.03024617,0.01302959,0.01494903,0.01244354,0.01989551,0.02635695,0.0223186,0.0158577,0.01824212,0.9981274,0.03194786,0.01415492,0.01598723,0.01240131,0.01851346,0.02590808,0.02064213,0.01555628,0.01860737,0.9981224,0.03336959,1
0.01567839,0.01751549,0.01435745,0.02208444,0.03136132,0.02414978,0.01784381,0.02089275,0.9975592,0.0361592,0.01613698,0.01782205,0.01388795,0.02145023,0.02793473,0.02372218,0.01778247,0.02151997,0.9976029,0.03788297,0.01717119,0.01868199,0.01412918,0.02029998,0.02830965,0.02287538,0.01777713,0.02198463,0.9975364,0.03926025,1
0.01517594,0.0169374,0.0128034,0.01981411,0.02930457,0.02210213,0.01611936,0.02033283,0.9978234,0.03541438,0.01553706,0.01711567,0.0126453,0.01901748,0.02633123,0.02212129,0.0161524,0.0209625,0.9978547,0.03670497,0.01652873,0.01816491,0.0127769,0.01857081,0.02673693,0.02190427,0.01653055,0.02146767,0.9977573,0.03794989,1
0.01464667,0.01787873,0.01225255,0.01767658,0.02816183,0.0216059,0.01527654,0.02005848,0.9979657,0.03423536,0.01510932,0.01869897,0.01185726,0.0169422,0.0245753,0.02048448,0.01487175,0.02083644,0.9979972,0.03629399,0.01550596,0.0188031,0.01201789,0.01700304,0.02669832,0.02052865,0.01501403,0.02082567,0.9979426,0.03591216,1
0.01918622,0.02231254,0.01797955,0.02647481,0.03646745,0.03040279,0.02246074,0.0257575,0.9963426,0.04459987,0.01975377,0.02314778,0.01738389,0.02480512,0.03159575,0.0286975,0.0220208,0.02659396,0.9964243,0.04776181,0.0204026,0.02360889,0.01814824,0.02484834,0.0340265,0.02848659,0.02264312,0.02643717,0.9963483,0.04678296,1
0.02009083,0.0239612,0.02032385,0.03142161,0.04120022,0.0340575,0.02585023,0.02717338,0.9955672,0.04694368,0.02085328,0.02456368,0.01995379,0.03009844,0.03667579,0.03247752,0.02510128,0.02788692,0.9956715,0.04988414,0.02148326,0.0249764,0.02086657,0.03012817,0.03805531,0.03247144,0.02552941,0.02823244,0.99559,0.04920052,1
0.01720597,0.01957301,0.01581217,0.02400634,0.03195405,0.02634113,0.01964207,0.02318173,0.9971268,0.03993486,0.01779604,0.02022132,0.01537706,0.02256083,0.02834661,0.02523676,0.01946619,0.02403011,0.9971673,0.0423029,0.01823615,0.02053458,0.01596172,0.02285032,0.03021476,0.02527483,0.019796,0.02426651,0.997065,0.04240036,1
0.02104325,0.02512436,0.02055124,0.02968634,0.0393158,0.03272435,0.02528962,0.02846245,0.9955434,0.04949239,0.02106028,0.02549803,0.02012036,0.02922308,0.03656069,0.03273742,0.02471163,0.02899682,0.9955848,0.05097457,0.02279997,0.0266991,0.02025584,0.02748209,0.03541874,0.03046299,0.0251806,0.02977086,0.9955466,0.05278309,1
0.01486858,0.01756073,0.01453886,0.02215128,0.02840589,0.024129,0.01769296,0.02063165,0.997686,0.03554288,0.01520475,0.01774659,0.01442347,0.02143655,0.02557706,0.02352164,0.0176697,0.02104185,0.9977366,0.03668183,0.01647356,0.01840537,0.01449622,0.02044673,0.02593101,0.02317298,0.01778633,0.02197637,0.9976309,0.03854351,1
0.0186543,0.02115188,0.01677067,0.02519368,0.03340258,0.02734118,0.02118213,0.0248545,0.9967358,0.04332009,0.01917697,0.02149941,0.01621345,0.02399819,0.03006399,0.02686252,0.02071982,0.02563712,0.9967908,0.04502561,0.02020788,0.0222006,0.01661013,0.02424459,0.03167826,0.02733738,0.0213861,0.02607324,0.9966307,0.04554278,1
0.01385192,0.01581976,0.01281438,0.01960845,0.02601066,0.02190293,0.01599805,0.01941482,0.9980581,0.03316377,0.01388346,0.0159704,0.01249287,0.01942012,0.02372761,0.02211205,0.01583418,0.0196507,0.9980825,0.03408039,0.01509664,0.01678703,0.01267513,0.01877996,0.02438597,0.02162856,0.01612915,0.02048147,0.9979959,0.03519876,1
